parameter,value,datetimeLocal
nox,0.01988,2026-05-20 16:45:00+05:30
nox,0.0222699999999999,2026-05-20 17:00:00+05:30
nox,0.02461,2026-05-20 17:15:00+05:30
nox,0.02506,2026-05-20 17:30:00+05:30
nox,0.02521,2026-05-20 17:45:00+05:30
nox,0.02532,2026-05-20 18:00:00+05:30
nox,0.0256,2026-05-20 18:15:00+05:30
nox,0.02562,2026-05-20 18:30:00+05:30
nox,0.02575,2026-05-20 18:45:00+05:30
nox,0.02566,2026-05-20 19:00:00+05:30
nox,0.02563,2026-05-20 19:15:00+05:30
nox,0.02545,2026-05-20 19:30:00+05:30
nox,0.02528,2026-05-20 19:45:00+05:30
nox,0.02534,2026-05-20 20:00:00+05:30
nox,0.02506,2026-05-20 20:15:00+05:30
nox,0.02532,2026-05-20 20:30:00+05:30
nox,0.02531,2026-05-20 20:45:00+05:30
nox,0.02537,2026-05-20 21:00:00+05:30
nox,0.02522,2026-05-20 21:15:00+05:30
nox,0.02503,2026-05-20 21:30:00+05:30
nox,0.0250799999999999,2026-05-20 21:45:00+05:30
nox,0.02528,2026-05-20 22:00:00+05:30
nox,0.02523,2026-05-20 22:15:00+05:30
nox,0.02518,2026-05-20 22:30:00+05:30
nox,0.02502,2026-05-20 22:45:00+05:30
nox,0.02526,2026-05-20 23:00:00+05:30
nox,0.02521,2026-05-20 23:15:00+05:30
nox,0.02509,2026-05-20 23:30:00+05:30
nox,0.02512,2026-05-20 23:45:00+05:30
nox,0.03426,2026-05-21 00:45:00+05:30
nox,0.03509,2026-05-21 01:00:00+05:30
nox,0.03565,2026-05-21 01:15:00+05:30
nox,0.03559,2026-05-21 01:30:00+05:30
nox,0.03533,2026-05-21 01:45:00+05:30
nox,0.03458,2026-05-21 02:00:00+05:30
nox,0.03474,2026-05-21 02:15:00+05:30
nox,0.03518,2026-05-21 02:30:00+05:30
nox,0.03525,2026-05-21 02:45:00+05:30
nox,0.03539,2026-05-21 03:00:00+05:30
nox,0.03517,2026-05-21 03:15:00+05:30
nox,0.0351,2026-05-21 03:30:00+05:30
nox,0.03505,2026-05-21 03:45:00+05:30
nox,0.03513,2026-05-21 04:15:00+05:30
nox,0.03523,2026-05-21 04:30:00+05:30
nox,0.03525,2026-05-21 04:45:00+05:30
nox,0.03516,2026-05-21 05:00:00+05:30
nox,0.03501,2026-05-21 05:15:00+05:30
nox,0.03502,2026-05-21 05:30:00+05:30
nox,0.03499,2026-05-21 05:45:00+05:30
nox,0.03529,2026-05-21 06:45:00+05:30
nox,0.03513,2026-05-21 07:00:00+05:30
nox,0.03508,2026-05-21 07:15:00+05:30
nox,0.03512,2026-05-21 07:30:00+05:30
nox,0.03541,2026-05-21 07:45:00+05:30
nox,0.03505,2026-05-21 08:00:00+05:30
nox,0.03208,2026-05-21 08:15:00+05:30
nox,0.02621,2026-05-21 08:30:00+05:30
nox,0.02527,2026-05-21 08:45:00+05:30
nox,0.02537,2026-05-21 09:00:00+05:30
nox,0.02479,2026-05-21 09:15:00+05:30
nox,0.02485,2026-05-21 09:30:00+05:30
nox,0.02505,2026-05-21 09:45:00+05:30
nox,0.02514,2026-05-21 10:00:00+05:30
nox,0.0261,2026-05-21 10:15:00+05:30
nox,0.02736,2026-05-21 10:30:00+05:30
nox,0.0280599999999999,2026-05-21 10:45:00+05:30
nox,0.02804,2026-05-21 11:00:00+05:30
nox,0.0280599999999999,2026-05-21 11:15:00+05:30
nox,0.0281,2026-05-21 11:30:00+05:30
nox,0.02844,2026-05-21 11:45:00+05:30
nox,0.02835,2026-05-21 12:00:00+05:30
nox,0.02931,2026-05-21 12:15:00+05:30
nox,0.03425,2026-05-21 12:30:00+05:30
nox,0.034,2026-05-21 12:45:00+05:30
nox,0.03326,2026-05-21 13:00:00+05:30
nox,0.03345,2026-05-21 13:15:00+05:30
nox,0.03455,2026-05-21 13:30:00+05:30
nox,0.03497,2026-05-21 13:45:00+05:30
nox,0.03538,2026-05-21 14:30:00+05:30
nox,0.03755,2026-05-21 14:45:00+05:30
nox,0.03983,2026-05-21 15:00:00+05:30
nox,0.0403699999999999,2026-05-21 15:15:00+05:30
nox,0.04071,2026-05-21 15:30:00+05:30
nox,0.04068,2026-05-21 15:45:00+05:30
nox,0.04067,2026-05-21 16:00:00+05:30
nox,0.04046,2026-05-21 16:15:00+05:30
nox,0.0401199999999999,2026-05-21 16:30:00+05:30
nox,0.0399399999999999,2026-05-21 16:45:00+05:30
nox,0.03813,2026-05-21 17:00:00+05:30
nox,0.03711,2026-05-21 17:15:00+05:30
nox,0.03728,2026-05-21 17:30:00+05:30
nox,0.03689,2026-05-21 17:45:00+05:30
nox,0.03652,2026-05-21 18:00:00+05:30
nox,0.03596,2026-05-21 18:15:00+05:30
nox,0.0358599999999999,2026-05-21 18:30:00+05:30
nox,0.03596,2026-05-21 18:45:00+05:30
nox,0.03592,2026-05-21 19:00:00+05:30
nox,0.0357,2026-05-21 19:15:00+05:30
nox,0.03581,2026-05-21 19:30:00+05:30
nox,0.03594,2026-05-21 19:45:00+05:30
nox,0.0361099999999999,2026-05-21 20:00:00+05:30
nox,0.03602,2026-05-21 20:15:00+05:30
nox,0.03602,2026-05-21 20:30:00+05:30
nox,0.03637,2026-05-21 20:45:00+05:30
nox,0.03638,2026-05-21 21:00:00+05:30
nox,0.0361099999999999,2026-05-21 21:15:00+05:30
nox,0.03615,2026-05-21 21:30:00+05:30
nox,0.03646,2026-05-21 21:45:00+05:30
nox,0.15794,2026-05-21 22:00:00+05:30
nox,0.02518,2026-05-21 22:15:00+05:30
nox,0.02535,2026-05-21 22:30:00+05:30
nox,0.02551,2026-05-21 22:45:00+05:30
nox,0.02522,2026-05-21 23:00:00+05:30
nox,0.02503,2026-05-21 23:15:00+05:30
nox,0.02509,2026-05-21 23:30:00+05:30
nox,0.02528,2026-05-21 23:45:00+05:30
nox,0.023,2026-05-22 00:45:00+05:30
nox,0.02246,2026-05-22 01:00:00+05:30
nox,0.02228,2026-05-22 01:15:00+05:30
nox,0.02243,2026-05-22 01:30:00+05:30
nox,0.02241,2026-05-22 01:45:00+05:30
nox,0.0223599999999999,2026-05-22 02:00:00+05:30
nox,0.02205,2026-05-22 02:15:00+05:30
nox,0.02217,2026-05-22 02:30:00+05:30
nox,0.0222699999999999,2026-05-22 02:45:00+05:30
nox,0.02237,2026-05-22 03:00:00+05:30
nox,0.02217,2026-05-22 03:15:00+05:30
nox,0.02241,2026-05-22 03:30:00+05:30
nox,0.02215,2026-05-22 03:45:00+05:30
nox,0.02234,2026-05-22 04:00:00+05:30
nox,0.02212,2026-05-22 04:15:00+05:30
nox,0.02246,2026-05-22 04:45:00+05:30
nox,0.0226099999999999,2026-05-22 05:00:00+05:30
nox,0.0225,2026-05-22 05:15:00+05:30
nox,0.02229,2026-05-22 05:30:00+05:30
nox,0.02223,2026-05-22 05:45:00+05:30
nox,0.02221,2026-05-22 06:00:00+05:30
nox,0.0222,2026-05-22 06:15:00+05:30
nox,0.02247,2026-05-22 06:30:00+05:30
nox,0.02212,2026-05-22 06:45:00+05:30
nox,0.02219,2026-05-22 07:00:00+05:30
nox,0.02228,2026-05-22 07:15:00+05:30
nox,0.02213,2026-05-22 07:30:00+05:30
nox,0.02222,2026-05-22 07:45:00+05:30
nox,0.02242,2026-05-22 08:00:00+05:30
nox,0.02243,2026-05-22 08:15:00+05:30
nox,0.02973,2026-05-22 08:30:00+05:30
nox,0.03196,2026-05-22 08:45:00+05:30
nox,0.03189,2026-05-22 09:00:00+05:30
nox,0.03153,2026-05-22 09:15:00+05:30
nox,0.03185,2026-05-22 09:30:00+05:30
nox,0.03196,2026-05-22 09:45:00+05:30
nox,0.03181,2026-05-22 11:45:00+05:30
nox,0.03158,2026-05-22 12:00:00+05:30
nox,0.03369,2026-05-22 12:15:00+05:30
nox,0.03879,2026-05-22 12:30:00+05:30
nox,0.03961,2026-05-22 12:45:00+05:30
nox,0.04002,2026-05-22 13:00:00+05:30
nox,0.0392,2026-05-22 13:15:00+05:30
nox,0.03882,2026-05-22 13:30:00+05:30
nox,0.03936,2026-05-22 13:45:00+05:30
nox,0.04021,2026-05-22 14:15:00+05:30
nox,0.04058,2026-05-22 14:30:00+05:30
nox,0.04031,2026-05-22 14:45:00+05:30
nox,0.04027,2026-05-22 15:00:00+05:30
nox,0.03806,2026-05-22 15:15:00+05:30
nox,0.0311299999999999,2026-05-22 15:30:00+05:30
nox,0.03066,2026-05-22 15:45:00+05:30
nox,0.0303,2026-05-22 16:00:00+05:30
nox,0.03009,2026-05-22 16:15:00+05:30
nox,0.02588,2026-05-22 16:30:00+05:30
nox,0.02258,2026-05-22 16:45:00+05:30
nox,0.02234,2026-05-22 17:15:00+05:30
nox,0.02216,2026-05-22 17:30:00+05:30
nox,0.02214,2026-05-22 17:45:00+05:30
nox,0.02207,2026-05-22 18:00:00+05:30
nox,0.02171,2026-05-22 18:15:00+05:30
nox,0.02161,2026-05-22 18:30:00+05:30
nox,0.02165,2026-05-22 18:45:00+05:30
nox,0.0212,2026-05-22 19:00:00+05:30
nox,0.02182,2026-05-22 19:15:00+05:30
nox,0.02201,2026-05-22 19:30:00+05:30
nox,0.02207,2026-05-22 19:45:00+05:30
nox,0.02206,2026-05-22 20:00:00+05:30
nox,0.02192,2026-05-22 20:15:00+05:30
nox,0.02339,2026-05-22 20:30:00+05:30
nox,0.02529,2026-05-22 20:45:00+05:30
nox,0.02562,2026-05-22 21:00:00+05:30
nox,0.0261099999999999,2026-05-22 21:15:00+05:30
nox,0.0261999999999999,2026-05-22 21:30:00+05:30
nox,0.0261,2026-05-22 21:45:00+05:30
nox,0.02607,2026-05-22 22:00:00+05:30
nox,0.02617,2026-05-22 22:15:00+05:30
nox,0.02605,2026-05-22 22:30:00+05:30
nox,0.02427,2026-05-22 22:45:00+05:30
nox,0.02317,2026-05-22 23:00:00+05:30
nox,0.0222,2026-05-22 23:15:00+05:30
nox,0.0221,2026-05-22 23:30:00+05:30
nox,0.0221,2026-05-22 23:45:00+05:30
nox,0.02221,2026-05-23 01:45:00+05:30
nox,0.02219,2026-05-23 02:00:00+05:30
nox,0.02212,2026-05-23 02:15:00+05:30
nox,0.02205,2026-05-23 02:30:00+05:30
nox,0.02212,2026-05-23 02:45:00+05:30
nox,0.0222,2026-05-23 03:00:00+05:30
nox,0.02235,2026-05-23 03:15:00+05:30
nox,0.02216,2026-05-23 03:30:00+05:30
nox,0.02208,2026-05-23 03:45:00+05:30
nox,0.02207,2026-05-23 04:00:00+05:30
nox,0.02196,2026-05-23 04:15:00+05:30
nox,0.02181,2026-05-23 04:30:00+05:30
nox,0.02198,2026-05-23 04:45:00+05:30
nox,0.02204,2026-05-23 05:00:00+05:30
nox,0.02221,2026-05-23 05:15:00+05:30
nox,0.02212,2026-05-23 05:30:00+05:30
nox,0.02206,2026-05-23 05:45:00+05:30
nox,0.02228,2026-05-23 06:00:00+05:30
nox,0.02228,2026-05-23 06:15:00+05:30
nox,0.0224,2026-05-23 06:30:00+05:30
nox,0.02239,2026-05-23 06:45:00+05:30
nox,0.0224499999999999,2026-05-23 07:00:00+05:30
nox,0.02241,2026-05-23 07:15:00+05:30
nox,0.0219299999999999,2026-05-23 07:30:00+05:30
nox,0.02208,2026-05-23 07:45:00+05:30
nox,0.0224,2026-05-23 08:00:00+05:30
nox,0.02226,2026-05-23 08:15:00+05:30
nox,0.02234,2026-05-23 08:30:00+05:30
nox,0.02243,2026-05-23 08:45:00+05:30
nox,0.02239,2026-05-23 09:00:00+05:30
nox,0.02234,2026-05-23 09:15:00+05:30
nox,0.02243,2026-05-23 09:30:00+05:30
nox,0.02308,2026-05-23 09:45:00+05:30
nox,0.02818,2026-05-23 10:00:00+05:30
nox,0.03185,2026-05-23 10:15:00+05:30
nox,0.03202,2026-05-23 10:30:00+05:30
nox,0.03199,2026-05-23 10:45:00+05:30
nox,0.03201,2026-05-23 11:00:00+05:30
nox,0.03206,2026-05-23 11:15:00+05:30
nox,0.0319,2026-05-23 11:30:00+05:30
nox,0.03185,2026-05-23 11:45:00+05:30
nox,0.03224,2026-05-23 12:00:00+05:30
nox,0.0321599999999999,2026-05-23 12:15:00+05:30
nox,0.0321899999999999,2026-05-23 12:30:00+05:30
nox,0.0320499999999999,2026-05-23 12:45:00+05:30
nox,0.03197,2026-05-23 13:00:00+05:30
nox,0.03974,2026-05-23 13:15:00+05:30
nox,0.04187,2026-05-23 13:30:00+05:30
nox,0.04209,2026-05-23 13:45:00+05:30
nox,0.04177,2026-05-23 14:00:00+05:30
nox,0.04178,2026-05-23 14:15:00+05:30
nox,0.04201,2026-05-23 14:30:00+05:30
nox,0.04212,2026-05-23 14:45:00+05:30
nox,0.04228,2026-05-23 15:15:00+05:30
nox,0.04221,2026-05-23 15:30:00+05:30
nox,0.0421,2026-05-23 15:45:00+05:30
nox,0.04209,2026-05-23 16:00:00+05:30
nox,0.04205,2026-05-23 16:15:00+05:30
nox,0.04207,2026-05-23 16:30:00+05:30
nox,0.04218,2026-05-23 16:45:00+05:30
nox,0.04244,2026-05-23 17:00:00+05:30
nox,0.04218,2026-05-23 17:15:00+05:30
nox,0.04232,2026-05-23 17:30:00+05:30
nox,0.04203,2026-05-23 17:45:00+05:30
nox,0.04209,2026-05-23 18:00:00+05:30
nox,0.04209,2026-05-23 18:15:00+05:30
nox,0.0423,2026-05-23 18:30:00+05:30
nox,0.04217,2026-05-23 18:45:00+05:30
nox,0.04032,2026-05-23 19:00:00+05:30
nox,0.0322,2026-05-23 19:15:00+05:30
nox,0.03178,2026-05-23 19:30:00+05:30
nox,0.0315,2026-05-23 19:45:00+05:30
nox,0.03188,2026-05-23 20:00:00+05:30
nox,0.03243,2026-05-23 20:15:00+05:30
nox,0.0325499999999999,2026-05-23 20:30:00+05:30
nox,0.03235,2026-05-23 20:45:00+05:30
nox,0.03245,2026-05-23 21:00:00+05:30
nox,0.0326599999999999,2026-05-23 21:15:00+05:30
nox,0.0322999999999999,2026-05-23 21:30:00+05:30
nox,0.03257,2026-05-23 21:45:00+05:30
nox,0.0322999999999999,2026-05-23 22:00:00+05:30
nox,0.03209,2026-05-23 22:15:00+05:30
nox,0.03151,2026-05-23 22:30:00+05:30
nox,0.02386,2026-05-23 22:45:00+05:30
nox,0.02233,2026-05-23 23:00:00+05:30
nox,0.02223,2026-05-23 23:15:00+05:30
nox,0.0223,2026-05-23 23:30:00+05:30
nox,0.02224,2026-05-23 23:45:00+05:30
nox,0.0221099999999999,2026-05-24 01:45:00+05:30
nox,0.02197,2026-05-24 02:00:00+05:30
nox,0.02214,2026-05-24 02:15:00+05:30
nox,0.0223,2026-05-24 02:30:00+05:30
nox,0.02217,2026-05-24 02:45:00+05:30
nox,0.0221,2026-05-24 03:00:00+05:30
nox,0.02213,2026-05-24 03:15:00+05:30
nox,0.02222,2026-05-24 03:30:00+05:30
nox,0.02233,2026-05-24 03:45:00+05:30
nox,0.02233,2026-05-24 04:00:00+05:30
nox,0.02232,2026-05-24 04:15:00+05:30
nox,0.02215,2026-05-24 04:30:00+05:30
nox,0.02228,2026-05-24 04:45:00+05:30
nox,0.02213,2026-05-24 05:00:00+05:30
nox,0.02212,2026-05-24 05:15:00+05:30
nox,0.02231,2026-05-24 05:30:00+05:30
nox,0.02241,2026-05-24 05:45:00+05:30
nox,0.02248,2026-05-24 06:00:00+05:30
nox,0.02262,2026-05-24 06:15:00+05:30
nox,0.02264,2026-05-24 06:30:00+05:30
nox,0.02229,2026-05-24 06:45:00+05:30
nox,0.0221099999999999,2026-05-24 07:00:00+05:30
nox,0.02198,2026-05-24 07:15:00+05:30
nox,0.0221,2026-05-24 07:30:00+05:30
nox,0.0222,2026-05-24 07:45:00+05:30
nox,0.02237,2026-05-24 08:00:00+05:30
nox,0.02216,2026-05-24 08:30:00+05:30
nox,0.02219,2026-05-24 08:45:00+05:30
nox,0.02208,2026-05-24 09:00:00+05:30
nox,0.02214,2026-05-24 09:15:00+05:30
nox,0.02249,2026-05-24 09:30:00+05:30
nox,0.02225,2026-05-24 09:45:00+05:30
nox,0.028,2026-05-24 10:00:00+05:30
nox,0.0316,2026-05-24 10:15:00+05:30
nox,0.03185,2026-05-24 10:30:00+05:30
nox,0.03207,2026-05-24 10:45:00+05:30
nox,0.0319,2026-05-24 11:00:00+05:30
nox,0.03208,2026-05-24 11:15:00+05:30
nox,0.03202,2026-05-24 11:30:00+05:30
nox,0.03232,2026-05-24 11:45:00+05:30
nox,0.03258,2026-05-24 12:00:00+05:30
nox,0.03344,2026-05-24 12:15:00+05:30
nox,0.04114,2026-05-24 12:30:00+05:30
nox,0.04224,2026-05-24 12:45:00+05:30
nox,0.04247,2026-05-24 13:00:00+05:30
nox,0.04229,2026-05-24 13:15:00+05:30
nox,0.04229,2026-05-24 13:30:00+05:30
nox,0.04205,2026-05-24 13:45:00+05:30
nox,0.0421,2026-05-24 14:00:00+05:30
nox,0.04208,2026-05-24 14:15:00+05:30
nox,0.04238,2026-05-24 14:30:00+05:30
nox,0.04217,2026-05-24 14:45:00+05:30
nox,0.04183,2026-05-24 15:00:00+05:30
nox,0.0418,2026-05-24 15:15:00+05:30
nox,0.04202,2026-05-24 15:30:00+05:30
nox,0.04226,2026-05-24 15:45:00+05:30
nox,0.04185,2026-05-24 16:00:00+05:30
nox,0.04174,2026-05-24 16:15:00+05:30
nox,0.04181,2026-05-24 16:30:00+05:30
nox,0.04192,2026-05-24 16:45:00+05:30
nox,0.04208,2026-05-24 17:15:00+05:30
nox,0.04208,2026-05-24 17:30:00+05:30
nox,0.04203,2026-05-24 17:45:00+05:30
nox,0.04231,2026-05-24 18:00:00+05:30
nox,0.04184,2026-05-24 18:15:00+05:30
nox,0.04177,2026-05-24 18:30:00+05:30
nox,0.04189,2026-05-24 18:45:00+05:30
nox,0.04204,2026-05-24 19:00:00+05:30
nox,0.04155,2026-05-24 19:15:00+05:30
nox,0.02975,2026-05-24 19:45:00+05:30
nox,0.02997,2026-05-24 20:00:00+05:30
nox,0.03043,2026-05-24 20:15:00+05:30
nox,0.03044,2026-05-24 20:30:00+05:30
nox,0.03009,2026-05-24 20:45:00+05:30
nox,0.03033,2026-05-24 21:00:00+05:30
nox,0.03032,2026-05-24 21:15:00+05:30
nox,0.03012,2026-05-24 21:30:00+05:30
nox,0.03044,2026-05-24 21:45:00+05:30
nox,0.03041,2026-05-24 22:00:00+05:30
nox,0.03048,2026-05-24 22:15:00+05:30
nox,0.03033,2026-05-24 22:30:00+05:30
nox,0.03034,2026-05-24 22:45:00+05:30
nox,0.03015,2026-05-24 23:00:00+05:30
nox,0.03033,2026-05-24 23:15:00+05:30
nox,0.03012,2026-05-24 23:30:00+05:30
nox,0.0301,2026-05-24 23:45:00+05:30
nox,0.02238,2026-05-25 00:45:00+05:30
nox,0.02175,2026-05-25 01:00:00+05:30
nox,0.02184,2026-05-25 01:15:00+05:30
nox,0.02194,2026-05-25 01:30:00+05:30
nox,0.02215,2026-05-25 01:45:00+05:30
nox,0.02222,2026-05-25 02:00:00+05:30
nox,0.02229,2026-05-25 02:15:00+05:30
nox,0.02243,2026-05-25 02:30:00+05:30
nox,0.02237,2026-05-25 02:45:00+05:30
nox,0.02203,2026-05-25 03:00:00+05:30
nox,0.02204,2026-05-25 03:15:00+05:30
nox,0.0222699999999999,2026-05-25 03:30:00+05:30
nox,0.022,2026-05-25 03:45:00+05:30
nox,0.02225,2026-05-25 04:00:00+05:30
nox,0.02214,2026-05-25 04:15:00+05:30
nox,0.0216,2026-05-25 04:30:00+05:30
nox,0.02169,2026-05-25 04:45:00+05:30
nox,0.02172,2026-05-25 05:00:00+05:30
nox,0.02192,2026-05-25 05:15:00+05:30
nox,0.02198,2026-05-25 05:30:00+05:30
nox,0.02171,2026-05-25 05:45:00+05:30
nox,0.02197,2026-05-25 06:00:00+05:30
nox,0.02225,2026-05-25 06:15:00+05:30
nox,0.02219,2026-05-25 06:30:00+05:30
nox,0.02226,2026-05-25 06:45:00+05:30
nox,0.0223599999999999,2026-05-25 07:00:00+05:30
nox,0.02238,2026-05-25 07:15:00+05:30
nox,0.02228,2026-05-25 07:30:00+05:30
nox,0.02228,2026-05-25 07:45:00+05:30
nox,0.02224,2026-05-25 08:00:00+05:30
nox,0.02231,2026-05-25 08:15:00+05:30
nox,0.02233,2026-05-25 08:30:00+05:30
nox,0.02276,2026-05-25 08:45:00+05:30
nox,0.0226,2026-05-25 09:00:00+05:30
nox,0.02259,2026-05-25 09:15:00+05:30
nox,0.02949,2026-05-25 09:30:00+05:30
nox,0.03185,2026-05-25 09:45:00+05:30
nox,0.03214,2026-05-25 10:00:00+05:30
nox,0.03217,2026-05-25 10:30:00+05:30
nox,0.03217,2026-05-25 10:45:00+05:30
nox,0.03202,2026-05-25 11:15:00+05:30
nox,0.04516,2026-05-25 12:45:00+05:30
nox,0.04401,2026-05-25 13:00:00+05:30
nox,0.03554,2026-05-25 13:15:00+05:30
nox,0.03485,2026-05-25 13:30:00+05:30
nox,0.03476,2026-05-25 13:45:00+05:30
nox,0.03489,2026-05-25 14:00:00+05:30
nox,0.03498,2026-05-25 14:15:00+05:30
nox,0.0348,2026-05-25 14:30:00+05:30
nox,0.03396,2026-05-25 15:00:00+05:30
nox,0.03188,2026-05-25 15:15:00+05:30
nox,0.0308,2026-05-25 15:30:00+05:30
nox,0.03046,2026-05-25 15:45:00+05:30
nox,0.03041,2026-05-25 16:00:00+05:30
nox,0.02897,2026-05-25 16:15:00+05:30
nox,0.02086,2026-05-25 16:30:00+05:30
nox,0.01998,2026-05-25 16:45:00+05:30
nox,0.02002,2026-05-25 17:00:00+05:30
nox,0.02001,2026-05-25 17:15:00+05:30
nox,0.01953,2026-05-25 17:45:00+05:30
nox,0.01976,2026-05-25 18:00:00+05:30
nox,0.01977,2026-05-25 18:15:00+05:30
nox,0.01967,2026-05-25 18:30:00+05:30
nox,0.01991,2026-05-25 18:45:00+05:30
nox,0.02013,2026-05-25 19:00:00+05:30
nox,0.02009,2026-05-25 19:15:00+05:30
nox,0.02036,2026-05-25 19:30:00+05:30
nox,0.02029,2026-05-25 19:45:00+05:30
nox,0.01993,2026-05-25 20:00:00+05:30
nox,0.02019,2026-05-25 20:15:00+05:30
nox,0.02032,2026-05-25 20:30:00+05:30
nox,0.01986,2026-05-25 20:45:00+05:30
nox,0.02009,2026-05-25 21:00:00+05:30
nox,0.02019,2026-05-25 21:15:00+05:30
nox,0.02003,2026-05-25 21:30:00+05:30
nox,0.02187,2026-05-25 21:45:00+05:30
nox,0.02367,2026-05-25 22:00:00+05:30
nox,0.02438,2026-05-25 22:15:00+05:30
nox,0.0247,2026-05-25 22:30:00+05:30
nox,0.02469,2026-05-25 22:45:00+05:30
nox,0.02496,2026-05-25 23:00:00+05:30
nox,0.0250799999999999,2026-05-25 23:15:00+05:30
nox,0.02538,2026-05-25 23:30:00+05:30
nox,0.02515,2026-05-25 23:45:00+05:30
nox,0.02028,2026-05-26 00:45:00+05:30
nox,0.02011,2026-05-26 01:00:00+05:30
nox,0.02007,2026-05-26 01:15:00+05:30
nox,0.01996,2026-05-26 01:30:00+05:30
nox,0.02014,2026-05-26 01:45:00+05:30
nox,0.0203999999999999,2026-05-26 02:00:00+05:30
nox,0.02041,2026-05-26 02:15:00+05:30
nox,0.02036,2026-05-26 02:30:00+05:30
nox,0.02042,2026-05-26 02:45:00+05:30
nox,0.02019,2026-05-26 03:00:00+05:30
nox,0.02016,2026-05-26 03:15:00+05:30
nox,0.02007,2026-05-26 03:30:00+05:30
nox,0.02012,2026-05-26 03:45:00+05:30
nox,0.02023,2026-05-26 04:00:00+05:30
nox,0.02029,2026-05-26 04:15:00+05:30
nox,0.0203,2026-05-26 04:30:00+05:30
nox,0.02034,2026-05-26 04:45:00+05:30
nox,0.0203099999999999,2026-05-26 05:00:00+05:30
nox,0.02036,2026-05-26 05:15:00+05:30
nox,0.0205,2026-05-26 05:30:00+05:30
nox,0.02055,2026-05-26 05:45:00+05:30
nox,0.0205799999999999,2026-05-26 06:00:00+05:30
nox,0.02039,2026-05-26 06:15:00+05:30
nox,0.02028,2026-05-26 06:30:00+05:30
nox,0.02042,2026-05-26 06:45:00+05:30
nox,0.0202399999999999,2026-05-26 07:00:00+05:30
nox,0.02025,2026-05-26 07:15:00+05:30
nox,0.02028,2026-05-26 07:30:00+05:30
nox,0.02009,2026-05-26 07:45:00+05:30
nox,0.02001,2026-05-26 08:00:00+05:30
nox,0.0201499999999999,2026-05-26 08:15:00+05:30
nox,0.02062,2026-05-26 08:30:00+05:30
nox,0.02284,2026-05-26 08:45:00+05:30
nox,0.02439,2026-05-26 09:00:00+05:30
nox,0.02488,2026-05-26 09:15:00+05:30
nox,0.02521,2026-05-26 10:45:00+05:30
nox,0.0279899999999999,2026-05-26 11:15:00+05:30
nox,0.0295,2026-05-26 11:30:00+05:30
nox,0.02971,2026-05-26 11:45:00+05:30
nox,0.02998,2026-05-26 12:00:00+05:30
nox,0.03006,2026-05-26 12:15:00+05:30
nox,0.03006,2026-05-26 12:30:00+05:30
nox,0.02981,2026-05-26 12:45:00+05:30
nox,0.0303599999999999,2026-05-26 13:00:00+05:30
nox,0.0301,2026-05-26 13:15:00+05:30
nox,0.02978,2026-05-26 13:30:00+05:30
nox,0.02994,2026-05-26 13:45:00+05:30
nox,0.03013,2026-05-26 14:00:00+05:30
nox,0.0299,2026-05-26 14:15:00+05:30
nox,0.02979,2026-05-26 14:30:00+05:30
nox,0.02687,2026-05-26 15:00:00+05:30
nox,0.0272399999999999,2026-05-26 15:15:00+05:30
nox,0.02816,2026-05-26 15:45:00+05:30
nox,0.02828,2026-05-26 16:00:00+05:30
nox,0.0282399999999999,2026-05-26 16:15:00+05:30
nox,0.02831,2026-05-26 16:30:00+05:30
nox,0.02841,2026-05-26 16:45:00+05:30
nox,0.02842,2026-05-26 17:00:00+05:30
nox,0.02717,2026-05-26 17:15:00+05:30
nox,0.02623,2026-05-26 17:30:00+05:30
nox,0.02562,2026-05-26 17:45:00+05:30
nox,0.02541,2026-05-26 18:00:00+05:30
nox,0.02545,2026-05-26 18:15:00+05:30
nox,0.02512,2026-05-26 18:30:00+05:30
nox,0.0248,2026-05-26 18:45:00+05:30
nox,0.02517,2026-05-26 19:00:00+05:30
nox,0.02527,2026-05-26 19:15:00+05:30
nox,0.02506,2026-05-26 19:30:00+05:30
nox,0.02491,2026-05-26 19:45:00+05:30
nox,0.02516,2026-05-26 20:15:00+05:30
nox,0.02538,2026-05-26 20:30:00+05:30
nox,0.02532,2026-05-26 20:45:00+05:30
nox,0.0254,2026-05-26 21:30:00+05:30
nox,0.02506,2026-05-26 21:45:00+05:30
nox,0.02525,2026-05-26 22:00:00+05:30
nox,0.02523,2026-05-26 22:15:00+05:30
nox,0.02537,2026-05-26 22:30:00+05:30
nox,0.02534,2026-05-26 22:45:00+05:30
nox,0.0255899999999999,2026-05-26 23:00:00+05:30
nox,0.02515,2026-05-26 23:15:00+05:30
nox,0.02548,2026-05-26 23:30:00+05:30
nox,0.0253,2026-05-26 23:45:00+05:30
nox,0.0254,2026-05-27 00:45:00+05:30
nox,0.02555,2026-05-27 01:00:00+05:30
nox,0.02557,2026-05-27 01:15:00+05:30
nox,0.02545,2026-05-27 01:30:00+05:30
nox,0.02539,2026-05-27 01:45:00+05:30
nox,0.02547,2026-05-27 02:00:00+05:30
nox,0.02541,2026-05-27 02:15:00+05:30
nox,0.02546,2026-05-27 02:30:00+05:30
nox,0.02542,2026-05-27 02:45:00+05:30
nox,0.02518,2026-05-27 03:00:00+05:30
nox,0.02493,2026-05-27 03:15:00+05:30
nox,0.02496,2026-05-27 03:30:00+05:30
nox,0.0251,2026-05-27 03:45:00+05:30
nox,0.025,2026-05-27 04:00:00+05:30
